original order,Case Number,Year,Type,Country,Area,Activity,Sex ,Injury,Fatal (Y/N),Time
6303.0,2018.06.25,2018.0,Boat,USA,California,Surfing,F,"No injury to occupant, outrigger canoe and paddle damaged",N,18:00
6302.0,2018.06.18,2018.0,Unprovoked,USA,Georgia,Standing,F,Minor injury to left thigh,N,14:00
6301.0,2018.06.09,2018.0,Invalid,USA,Hawaii,Surfing,M,Injury to left lower leg from surfboard skeg,N,07:45
6300.0,2018.06.08,2018.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Minor injury to lower leg,N,07:45
6299.0,2018.06.04,2018.0,Provoked,MEXICO,Colima,Diving,M,Lacerations to leg & hand shark PROVOKED INCIDENT,N,07:45
6298.0,2018.06.03,2018.0,Unprovoked,AUSTRALIA,New South Wales,Kite,M,"No injury, board bitten",N,07:45
6297.0,2018.06.03,2018.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,FATAL,Y,19:30
6296.0,2018.05.27,2018.0,Unprovoked,USA,Florida,Fishing,M,Minor injury to foot. PROVOKED INCIDENT,N,19:30
6295.0,2018.05.26,2018.0,Unprovoked,USA,Florida,Walking,M,Lower left leg bitten,N,17:00
6294.0,2018.05.26,2018.0,Unprovoked,USA,Florida,Standing,M,Minor injury to foot,N,14:00
6293.0,2018.05.24,2018.0,Provoked,AUSTRALIA,Queensland,Feeding,M,Minor bite to hand by captive shark. PROVOKED INCIDENT,N,08:30
6292.0,2018.05.21,2018.0,Unprovoked,USA,South Carolina,Boogie,M,Injuries to lower right leg and foot,N,08:30
6291.0,2018.05.13,2018.0,Unprovoked,USA,South Carolina,Swimming,M,Severe bite to right forearm,N,15:00
6290.0,2018.05.13,2018.0,Invalid,ENGLAND,Cornwall,Fishing,M,Injured by teeth of a dead porbeagle shark he was tossing overboard.,N,08:15
6289.0,2018.05.00,2018.0,Provoked,AUSTRALIA,Westerm Australia,Feeding,F,Shallow lacerations to finger PROVOKED INCIDENT,N,08:15
6288.0,2018.05.12,2018.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,"Minor injury, marks on board",N,11:00
6287.0,2018.05.09,2018.0,Questionable,AUSTRALIA,New South Wales,Surfing,M,"No injury, surfboard damaged",N,10:30
6286.0,2018.04.30,2018.0,Unprovoked,THAILAND,Hua Hin,Swimming,M,Minor injury to ankle,N,10:30
6285.0,2018.04.28,2018.0,Unprovoked,COSTA RICA,Cocos Island,Diving,M,"No injury, shark bit scuba gear",N,10:40
6284.0,2018.04.28,2018.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,"No injury, knocked off board by shark",N,16:50
6283.0,2018.04.25,2018.0,Questionable,AUSTRALIA,New South Wales,Surfing,M,No injury,N,07:00
6282.0,2018.04.25,2018.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,"No injury, knocked off board by shark",N,09:30
6281.0,2018.04.24,2018.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,"No injury, shark struck his leg",N,16:00
6280.0,2018.04.23,2018.0,Unprovoked,MALDIVES,Alifu Alifu Atoll,Fishing,M,5-inch cut to hand,N,21:50
6279.0,2018.04.22,2018.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,"No injury, shark bit hole in ski",N,09:40
6278.0,2018.04.19,2018.0,Unprovoked,USA,Hawaii,Surfing,M,Lacerations to right lower leg,N,09:40
6277.0,2018.04.15,2018.0,Unprovoked,THAILAND,Hua Hin,Swimming,M,Lacerations to foot and ankle,N,09:40
6276.0,2018.04.15,2018.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,"Multiple severe injuries to arms and leg, leg subsequently surgically amputated",Unknown,09:40
6275.0,2018.04.15,2018.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,Laceration to right thigh,N,09:40
6274.0,2018.04.15,2018.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,Lacerations to legs,N,08:00
6273.0,2018.04.14,2018.0,Unprovoked,BAHAMAS,New Providence,Surfing,M,No Injury. Shark swam away with the surf board,N,09:30
6272.0,2018.04.10,2018.0,Invalid,BRAZIL,Alagoas,Fishing,M,Injury to ankle from marine animal trapped in weir PROVOKED INCIDENT. ,N,09:30
6271.0,2018.04.09,2018.0,Unprovoked,NEW CALEDONIA,Unknown,Surfing,Unknown,"No injury, shark bit board",N,17:00
6270.0,2018.04.05,2018.0,Unprovoked,BAHAMAS,Unknown,Swimming,M,"2 puncture wounds to left foot, abrasion to right foot",N,18:00
6269.0,2018.04.03,2018.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Lacerations to left knee & lower leg,N,15:00
6268.0,2018.03.31,2018.0,Unprovoked,USA,Hawaii,Stand,M,Injuries to right leg & hand,N,09:30
6267.0,2018.03.14,2018.0,Unprovoked,AUSTRALIA,Western Australia,Wading,M,Minor injuries to legs,N,17:35
6266.0,2018.03.09,2018.0,Unprovoked,AUSTRALIA,Victoria,Swimming,M,"No injury, said to have been charged by sharks several times",N,15:30
6265.0,2018.03.09,2018.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,"Minor injury, ankle grazed",N,07:30
6264.0,2018.02.24,2018.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Diving,M, The shark & man simply collided; neither were injured,N,07:30
6263.0,2018.02.23,2018.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,F,Laceratons to right leg & foot,N,19:00
6262.0,2018.02.17,2018.0,Provoked,AUSTRALIA,Victoria,Kayaking,M,"Shark rammed kayak, no injury to occupant  PROVOKED INCIDENT",N,21:30
6261.0,2018.02.15,2018.0,Unprovoked,AUSTRALIA,New South Wales,Walking,M,Puncture wounds to leff foot & lower leg,N,16:00
6260.0,2018.02.14,2018.0,Invalid,AUSTRALIA,Queensland,Swimming,F,"Collision / No injury, no attack",N,18:00
6259.0,2018.02.11,2018.0,Invalid,BRAZIL,"Boi Island, Victoria",Cleaning,F,Lacerations to 4 toes of right foot,N,18:00
6258.0,2018.02.03,2018.0,Unprovoked,ECUADOR,Galapagos Islands,Snorkeling,M,Injuries to right foot,N,18:00
6257.0,2018.02.01,2018.0,Invalid,AUSTRALIA,Western Australia,Spearfishing,M,"No injury no attack. This is considerd an ""encounter""",N,18:00
6256.0,2018.01.28,2018.0,Unprovoked,AUSTRALIA,Western Australia,Unknown,M,Injuries to right leg,N,08:00
6255.0,2018.01.21,2018.0,Unprovoked,NEW CALEDONIA,Unknown,Spearfishing,M,Injuries to abdomen and arm,N,15:30
6254.0,2018.01.14,2018.0,Unprovoked,AUSTRALIA,Queensland,Diving,M,Severe laceration to left forearm,N,15:01
6253.0,2018.01.13,2018.0,Unprovoked,AUSTRALIA,New South Wales,Diving,M,"No injury, shark took his swimfin",N,15:01
6252.0,2018.01.12,2018.0,Unprovoked,BRAZIL,Fernando de Noronha,Surfing,M,Minor injury to left forearm,N,19:30
6251.0,2018.01.05,2018.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,Foot bitten,N,19:30
6250.0,2017.12.31,2017.0,Unprovoked,USA,Hawaii,Surfing,F,Severe lacerations to left thigh & knee,N,18:00
6249.0,2017.12.30,2017.0,Unprovoked,USA,California,Surfing,F,Foot bitten,N,12:00
6248.0,2017.12.21,2017.0,Provoked,MALAYSIA,Sepang,Fishing,M,"Minor injury to thigh, PROVOKED INCIDENT",N,12:00
6247.0,2017.12.09,2017.0,Unprovoked,BAHAMAS,Unknown,Snorkeling,F,Minor injury to arm,N,12:00
6246.0,2017.11.30,2017.0,Unprovoked,COSTA RICA,Cocos Island,Diving,M,Serious injury to leg,N,12:00
6245.0,2017.11.30,2017.0,Unprovoked,COSTA RICA,Cocos Island,Diving,F,FATAL,Y,12:00
6244.0,2017.11.25,2017.0,Sea Disaster,LIBYA,Unknown,2,Unknown,FATAL,Y,12:00
6243.0,2017.11.24,2017.0,Unprovoked,USA,California,Spearfishing,M,Right leg bitten,N,13:45
6242.0,2017.11.18,2017.0,Unprovoked,USA,Florida,Surfing,F,Heel bitten,N,19:30
6241.0,2017.11.13,2017.0,Unprovoked,Unknown,Unknown,Surfing,M,Puncture wounds to feet,N,19:30
6240.0,2017.11.13,2017.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Puncture wounds to left shoulder,N,16:00
6239.0,2017.11.04,2017.0,Unprovoked,CUBA,Holquin Province,Night,M,FATAL,Y,23:30
6238.0,2017.10.31,2017.0,Unprovoked,AUSTRALIA,Queensland,Snorkeling,M,Calf injured,N,23:30
6237.0,2017.10.28,2017.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Minor injury to foot,N,09:00
6236.0,2017.10.26,2017.0,Unprovoked,USA,Hawaii,Stand,M,No injury but shark bit SUP,N,15:00
6235.0,2017.10.23,2017.0,Unprovoked,MAURITIUS,Pamplemousses ,Swimming,M,Minor injury to foot,N,16:00
6234.0,2017.10.23,2017.0,Unprovoked,USA,Florida,Surfing,M,Lacerations to left foot,N,17:00
6233.0,2017.10.23,2017.0,Unprovoked,USA,Florida,Swimming,F,Severe lacerations to left hand & wrist,N,08:00
6232.0,2017.10.22,2017.0,Unprovoked,AUSTRALIA,South Australia,Kayaking,F,Minor injuries,N,16:00
6231.0,2017.10.21,2017.0,Unprovoked,NEW ZEALAND,North Island,Kayaking,M,"No injury, shark shook kayak x3 ",N,09:00
6230.0,2017.10.18,2017.0,Unprovoked,USA,Florida,Swimming,M,Puncture wounds & lacerations to foot,N,14:30
6229.0,2017.10.09,2017.0,Unprovoked,USA,Hawaii,Surfing,M,Lacerations to left hand,N,18:30
6228.0,2017.10.05,2017.0,Unprovoked,USA,Hawaii,Snorkeling,F,Abrasions,N,12:30
6227.0,2017.10.01,2017.0,Invalid,SOUTH AFRICA,Western Cape Province,Diving,M,FATAL,Unknown,12:30
6226.0,2017.09.25,2017.0,Unprovoked,USA,Florida,Surfing,M,Lacerations to lower left leg and foot,N,08:30
6225.0,2017.09.25,2017.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,"No injury, board damaged by shark",N,18:00
6224.0,2017.09.24,2017.0,Invalid,USA,New York,Surfing,M,"Lacerations to right ankle, foot & toe",Unknown,15:30
6223.0,2017.09.24,2017.0,Unprovoked,USA,Florida,Surfing,M,Laceration to upper arm,N,14:00
6222.0,2017.09.20,2017.0,Unprovoked,USA,Florida,Surfing,M,Minor lacerations to sole of left foot,N,08:30
6221.0,2017.09.16,2017.0,Unprovoked,SPAIN,Canary Islands,Surfing,M,Lacerations to right foot,N,08:30
6220.0,2017.09.16,2017.0,Unprovoked,USA,Florida,Surfing,M,Lacerations to left foot,N,16:30
6219.0,2017.09.15,2017.0,Invalid,SOUTH AFRICA,Western Cape Province,Diving,M,"FATAL, but death was probably due to drowning",Unknown,16:00
6218.0,2017.09.15,2017.0,Unknown,SAMOA, Upolu Island,Fishing,M,Injuries to hands and legs,N,21:30
6217.0,2017.09.14,2017.0,Boat,AUSTRALIA,Westerm Australia,Fishing,Unknown,"sharks rammed boats, no injury to occupants",N,21:30
6216.0,2017.09.13,2017.0,Unprovoked,USA,Florida,Surfing,M,Lacerations to left foot,N,18:45
6215.0,2017.09.10,2017.0,Unprovoked,AUSTRALIA,Westerm Australia,Swimming,M,Minor injuries,N,15:00
6214.0,2017.09.10,2017.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Minor lacerations to right hip,N,06:00
6213.0,2017.09.06,2017.0,Unprovoked,SOLOMON ISLANDS,Unknown,Spearfishing,M,Foot bitten,N,06:00
6212.0,2017.09.03,2017.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,FATAL,Y,08:30
6211.0,2017.09.03,2017.0,Unprovoked,JAPAN,Shizuoka Prefecture,Surfing,M,Injury to ankle & feet,N,10:00
6210.0,2017.09.02,2017.0,Unprovoked,USA,Florida,Swimming,M,Lacerations to abdomen,N,10:00
6209.0,2017.09.02,2017.0,Unprovoked,USA,Texas,Swimming,F,Lacerations to foot,N,10:00
6208.0,2017.09.02,2017.0,Unprovoked,USA,Florida,Surfing,M,Minor injury to right hand,N,10:44
6207.0,2017.08.29,2017.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,"No injury, board bitten",N,10:30
6206.0,2017.08.27,2017.0,Unprovoked,USA,Florida,Wading,F,Leg injured,N,13:19
6205.0,2017.08.26,2017.0,Invalid,SPAIN,Castellón,Swimming,F,Lacerations to left foot,Unknown,12:00
6204.0,2017.08.26,2017.0,Unprovoked,NEW ZEALAND,North Island,Canoeing,M,"No injury, shark bit canoe",N,12:00
6203.0,2017.08.23,2017.0,Unprovoked,USA,Massachusetts,SUP,M,Not injured by shark but board bitten,N,10:00
6202.0,2017.08.18,2017.0,Unprovoked,BAHAMAS,Unknown,Spearfishing,M,Hand injured,N,15:00
6201.0,2017.08.10,2017.0,Unprovoked,USA,South Carolina,Swimming,M,Minor cuts to sole & toes of left foot,N,13:30
6200.0,2017.08.05,2017.0,Unprovoked,EGYPT,Red Sea Protectorate,Snorkeling,F,Bite to right leg/hip,N,13:30
6199.0,2017.08.03,2017.0,Provoked,USA,Massachusetts,Fishing,M,Foot bitten by landed shark PROVOKED INCIDENT,N,23:30
6198.0,2017.08.01,2017.0,Boat,USA,California,Kayaking,M,"No injury, bow of kayak bitten",N,10:45
6197.0,2017.07.31,2017.0,Unprovoked,USA,Florida,Skimboarding,M,Lacerations to lower leg,N,18:30
6196.0,2017.07.29,2017.0,Invalid,USA,South Carolina,Swimming,M,Abrasions and cuts to sole of foot,Unknown,15:00
6195.0,2017.07.29,2017.0,Unprovoked,USA,South Carolina,Unknown,F,Bite to left thigh / minor injury,N,16:00
6194.0,2017.07.27,2017.0,Unprovoked,BAHAMAS,New Providence District,Snorkeling,F,Foot & ankle injured,N,16:00
6193.0,2017.07.26,2017.0,Unprovoked,BAHAMAS,40 miles off Grand Bahama Island,Spearfishing,M,Severe lacerations to left hand,N,16:00
6192.0,2017.07.24,2017.0,Unprovoked,"ST HELENA, B[A-Z][A-Z][A-Z][A-Z][A-Z][A-Z] [A-Z][A-Z][A-Z][A-Z][A-Z][A-Z][A-Z][A-Z] [A-Z][A-Z][A-Z][A-Z][A-Z][A-Z][A-Z][A-Z][A-Z]",Ascension Island,Surfing,M,Torso bitten,N,17:00
6191.0,2017.07.23,2017.0,Unprovoked,USA,New Jersey,Unknown,F,Minor injury to hand,N,17:00
6190.0,2017.07.23,2017.0,Unprovoked,SPAIN,Majorca,Swimming,F,Abrasion to arm from shark's rough skin,N,16:00
6189.0,2017.07.22,2017.0,Unprovoked,USA,Florida,Unknown,F,Foot bitten,N,12:30
6188.0,2017.07.20,2017.0,Invalid,USA,South Carolina,Swimming,F,Foot injured,Unknown,12:30
6187.0,2017.07.20,2017.0,Boat,USA,California,Kayaking,M,"No injury, kayak bitten",N,11:20
6186.0,2017.07.20,2017.0,Unprovoked,USA,California,SUP,M,"No injury, shark bit paddleboard",N,07:45
6185.0,2017.07.14,2017.0,Unprovoked,USA,Washington,Surfing,M,Pulled off board by shark but no injury,N,18:30
6184.0,2017.07.14,2017.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,"Minor injury, grazed by shark",N,11:45
6183.0,2017.07.11,2017.0,Boat,USA,California,Kayaking,M,"No injury, kayak bitten",N,11:00
6182.0,2017.07.09,2017.0,Unprovoked,USA,Florida,Swimming,M,Lower legs bitten,N,15:30
6181.0,2017.07.07,2017.0,Provoked,MEXICO,Tabasco,Fishing,M,Hand bitten by hooked shark PROVOKED INCIDENT,N,15:30
6180.0,2017.07.07,2017.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,F,"No injury, shark bit surfboard",N,15:00
6179.0,2017.07.02,2017.0,Invalid,COMOROS,Anjouan,Fishing,Unknown,"Skull found in shark, a probable drowning & scavenging",Unknown,15:00
6178.0,2017.06.29,2017.0,Invalid,USA,South Carolina,Fishing,M,"Arm injured by hook, not by a shark",Unknown,19:30
6177.0,2017.06.21,2017.0,Unprovoked,USA,South Carolina,Swimming,F,Left foot bitten,N,19:30
6176.0,2017.06.19,2017.0,Unprovoked,USA,Florida,Surfing,M,1 to 2-inch laceration behind knee,N,08:30
6175.0,2017.06.18,2017.0,Unprovoked,USA,South Carolina,Swimming,F,Leg bitten,N,08:30
6174.0,2017.06.18,2017.0,Unprovoked,REUNION,Unknown,Surfing,M,"No injury, shark bit surfboard ",N,10:00
6173.0,2017.06.17,2017.0,Unprovoked,SPAIN,Ibiza Island,Swimming,M,2-inch laceration to hand,N,12:00
6172.0,2017.06.05,2017.0,Unprovoked,FRENCH POLYNESIA,Marquesas,Surfing,M,Injuries to hand and wrist,N,12:00
6171.0,2017.06.14,2017.0,Unprovoked,BAHAMAS,Unknown,Feeding,F,Fingernail pulled off ,N,12:00
6170.0,2017.06.11,2017.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,"No injury, board bitten",N,08:30
6169.0,2017.06.10,2017.0,Unprovoked,AUSTRALIA,Victoria,Surfing,F,"No injury, knocked off board",N,15:45
6168.0,2017.06.10,2017.0,Unprovoked,USA,Florida,Surfing,M,Laceration to left foot,N,10:00
6167.0,2017.06.07,2017.0,Unprovoked,UNITED KINGDOM,South Devon,Surfing,M,"Bruise to leg, cuts to hand sustained when he hit the shark",N,10:00
6166.0,2017.06.04,2017.0,Unprovoked,USA,Florida,Spearfishing,M,Laceration to shin,N,10:00
6165.0,2017.06.02,2017.0,Unprovoked,BAHAMAS,New Providence ,Snorkeling,F,Right forearm severed ,N,S
6164.0,2017.05.30,2017.0,Provoked,USA,South Carolina,Touching,F,Right hand bitten by hooked shark PROVOKED INCIDENT,N,S
6163.0,2017.05.28,2017.0,Unprovoked,USA,Florida,Feeding,M,Lacerations to right arm,N,08:30
6162.0,2017.05.27,2017.0,Invalid,AUSTRALIA,New South Wales,Fishing,M,Abrasion to right forearm from pectoral fin of a shark that leapt into his boat,N,08:30
6161.0,2017.05.12,2017.0,Unprovoked,UNITED ARAB EMIRATES,"Sharjah, ",Spearfishing,M,Right leg severely bitten,N,08:30
6160.0,2017.05.06,2017.0,Provoked,AUSTRALIA,Queensland,Attempting,M,Thigh nipped PROVOKED INCIDENT,N,08:30
6159.0,2017.05.06,2017.0,Unprovoked,MEXICO,Baja California Sur,Snorkeling,M,FATAL,Y,17:00
6158.0,2017.05.03,2017.0,Invalid,USA,California,Surfing,F,"Laceration to thigh, likely caused by surfboard fin",Unknown,14:30
6157.0,2017.04.29,2017.0,Unprovoked,USA,California,Swimming,F,Major injury to posterior thigh,N,17:34
6156.0,2017.04.29,2017.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,Minor injury to right calf,N,17:10
6155.0,2017.04.29,2017.0,Unprovoked,USA,South Carolina,Surfing,F,Left foot bitten,N,11:00
6154.0,2017.04.29,2017.0,Unprovoked,REUNION,Saint-Leu,Surfing,M,FATAL,Y,11:15
6153.0,2017.04.27,2017.0,Unprovoked,NEW ZEALAND,South Island,Surfing,F,Puncture wounds & laceration above knee,N,14:00
6152.0,2017.04.26,2017.0,Invalid,USA,Florida,Photo,F,Alleged laceration to left ankle,Unknown,14:00
6151.0,2017.04.22,2017.0,Unprovoked,"ST HELENA, B[A-Z][A-Z][A-Z][A-Z][A-Z][A-Z] [A-Z][A-Z][A-Z][A-Z][A-Z][A-Z][A-Z][A-Z] [A-Z][A-Z][A-Z][A-Z][A-Z][A-Z][A-Z][A-Z][A-Z]",Ascension Island,Snorkeling,F,Calf & foot bitten,N,16:00
6150.0,2017.04.20,2017.0,Invalid,USA,South Carolina,Swimming,M,Laceration & puncture wounds to left foot,Unknown,08:50
6149.0,2017.04.17,2017.0,Unprovoked,USA,Florida,Unknown,Unknown,Minor bite to the foot,N,16:00
6148.0,2017.04.17,2017.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,F,FATAL,Y,16:00
6147.0,2017.04.14,2017.0,Unprovoked,USA,Hawaii,Surfing,M,Lower right leg severely injured,N,09:00
6146.0,2017.04.13,2017.0,Unprovoked,USA,Florida,Surfing,M,Lacerations to right foot,N,13:30
6145.0,2017.04.12,2017.0,Unprovoked,USA,Florida,Surfing,F,Lacerations to right foot,N,13:45
6144.0,2017.04.12,2017.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Diving,M,"Fatal, coroner unable to determine if the diver was alive or had drowned when incident took place.",Unknown,13:45
6143.0,2017.04.11,2017.0,Unprovoked,USA,Florida,Surfing,F,Calf bitten,N,16:00
6142.0,2017.04.10,2017.0,Unprovoked,USA,Florida,Surfing,F,Laceration to calf,N,17:45
6141.0,2017.04.10,2017.0,Unprovoked,USA,Florida,Swimming,F,Minor injury to left hand,N,17:00
6140.0,2017.04.06,2017.0,Unprovoked,USA,Florida,Swimming,M,Foot injured,N,17:00
6139.0,2017.04.05,2017.0,Unprovoked,USA,Florida,Swimming,F,"Thigh nipped, minor injury",N,13:00
6138.0,2017.04.02,2017.0,Unprovoked,AUSTRALIA,Queensland,Kakaying,M,"No injury, shark bit off stern of kayak",N,16:00
6137.0,2017.04.02,2017.0,Unprovoked,USA,Florida,Swimming,F,Lacerations to thighs,N,15:00
6136.0,2017.03.27,2017.0,Unprovoked,USA,Florida,Surfing,M,Minor injury to left foot,N,10:00
6135.0,2017.03.19,2017.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Minor,N,18:30
6134.0,2017.03.18,2017.0,Boat,USA,California,Kayaking,M,"No injury, kayak bitten",N,14:30
6133.0,2017.03.11,2017.0,Unprovoked,PHILIPPINES,Luzon Island,Spearfishing,M,Right thigh injured ,N,14:30
6132.0,2017.03.09,2017.0,Unprovoked,BAHAMAS,Great Exuma,Washing,M,Abrasions & lacerations to left leg and hand,N,14:30
6131.0,2017.02.25,2017.0,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,F,Hand bitten,N,08:30
6130.0,2017.02.24,2017.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,"No injury, shark struck board",N,08:30
6129.0,2017.02.21,2017.0,Unprovoked,REUNION,Saint-Andre,Surfing,M,Fatal,Y,09:30
6128.0,2017.02.17,2017.0,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,Left leg severely bitten,N,10:20
6127.0,2017.02.11,2017.0,Unprovoked,USA,Florida,Swimming,M,Injury to hand,N,13:30
6126.0,2017.02.06,2017.0,Provoked,BRAZIL,Pernambuco,Grabbing,F,"Minor injury to finger, PROVOKED INCIDENT",N,16:00
6125.0,2017.02.06,2017.0,Boat,SOUTH AFRICA,KwaZulu-Natal,Kayaking,M,"Shark damaged kayak, no injury to occupant",N,16:00
6124.0,2017.02.01,2017.0,Boat,USA,South Carolina,Tagging,Unknown,"Shark bit boat, no injury to occupants",N,16:00
6123.0,2017.02.01,2017.0,Unprovoked,BAHAMAS,Bimini,Diving,M,Lacerations to upper right arm,N,16:00
6122.0,2017.01.24,2017.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,Minor laceration to ring finger,N,13:20
6121.0,2017.01.22,2017.0,Unprovoked,USA,Florida,Unknown,M,Puncture wounds to lower arm or hand,N,14:00
6120.0,2017.01.21,2017.0,Unprovoked,AUSTRALIA,Queensland,Diving,M,"Multiple injuries to arm, wrist and torso",N,12:00
6119.0,2017.01.13,2017.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,Injury to hand,N,13:30
6118.0,2017.01.13,2017.0,Unprovoked,USA,Florida,Unknown,M,Minor injury to hand,N,08:30
6117.0,2017.01.09,2017.0,Unprovoked,INDONESIA,Bali,Surfing,M,Injury to right wrist & forearm,N,07:30
6116.0,2017.01.08,2017.0,Invalid,AUSTRALIA,Queensland,Spearfishing,M,"No attack, shark made a threat display",Unknown,07:30
6115.0,2017.01.05,2017.0,Unprovoked,USA,Florida,Wading,M,Minor injuries to foot,N,12:30
6114.0,2017.01.03,2017.0,Invalid,AUSTRALIA,New South Wales,Wading,M,Minor injuries to foot & toes,Unknown,18:00
6113.0,2016.12.27,2016.0,Unprovoked,USA,Florida,Surfing,M,Lacerations to right forearm,N,17:00
6112.0,2016.12.24,2016.0,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,F,Buttock bitten,N,08:30
6111.0,2016.12.19,2016.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,"No injury, but ski severely damaged",N,07:00
6110.0,2016.12.14,2016.0,Unprovoked,AUSTRALIA,Western Australia,Diving,M,Punctures to left foot/ankle,N,09:30
6109.0,2016.12.11,2016.0,Unprovoked,FRENCH POLYNESIA,Tuamotos,Fishing,M,Hand injured?,N,09:30
6108.0,2016.12.11,2016.0,Invalid,USA,Florida,Surfing,M,Cuts to right ankle & foot,Unknown,16:00
6107.0,2016.12.06,2016.0,Provoked,AUSTRALIA,New South Wales,Surfing,M,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,N,02:00
6106.0,2016.12.01,2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Injuries to foot & arm,N,09:00
6105.0,2016.11.28,2016.0,Provoked,AUSTRALIA,Victoria,Fishing,M,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,N,11:00
6104.0,2016.11.14,2016.0,Unprovoked,USA,Hawaii,Bathing,F,Injuries to right calf and thigh,N,10:30
6103.0,2016.10.30,2016.0,Unprovoked,USA,Florida,Surfing,M,Lacerations to right foot and ankle,N,16:00
6102.0,2016.10.29,2016.0,Unprovoked,USA,Florida,Surfing,M,Lacerations to right hand,N,16:00
6101.0,2016.10.24,2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Lacerations to left thigh,N,07:30
6100.0,2016.10.21,2016.0,Unprovoked,USA,Hawaii,Surfing,M,Left arm and leg injured,N,17:00
6099.0,2016.10.15,2016.0,Unprovoked,AUSTRALIA,Queensland,Surfing,M,Torso nipped,N,18:00
6098.0,2016.10.14,2016.0,Unprovoked,USA,Hawaii,Snorkeling,F,Injuries to left calf,N,09:50
6097.0,2016.10.13,2016.0,Invalid,MEXICO,Unknown,Cage,M,"Shark breached cage, no injury to diver",Unknown,09:50
6096.0,2016.10.12,2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Minor wound to lower right leg & surfboard bitten,N,10:30
6095.0,2016.10.10,2016.0,Unprovoked,USA,Oregon,Surfing,M,Wounds to upper thigh and lower leg,N,16:00
6094.0,2016.10.02,2016.0,Unprovoked,USA,Florida,Surfing,M,Cuts to dorsal surface of left foot,N,11:30
6093.0,2016.10.01,2016.0,Unprovoked,USA,Florida,Surfingng,M,Minor injuries,N,17:30
6092.0,2016.09.26,2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,4 deep lacerations to thigh,N,9:00
6091.0,2016.09.18,2016.0,Unprovoked,USA,Florida,Surfing,M,Minor injury to thigh,N,13:00
6090.0,2016.09.18,2016.0,Unprovoked,USA,Florida,Surfing,M,Lacerations to hands,N,11:00
6089.0,2016.09.18,2016.0,Unprovoked,USA,Florida,Surfing,M,Lacerations to lower leg,N,10:43
6088.0,2016.09.17,2016.0,Unprovoked,USA,California,Surfing,M,"No injury, board bitten",N,A
6087.0,2016.09.17,2016.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,Struck by fin on chest & leg,N,A
6086.0,2016.09.15,2016.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,No injury: Knocked off board by shark,N,A
6085.0,2016.09.15,2016.0,Boat,AUSTRALIA,Western Australia,Fishing,Unknown,Shark rammed boat. No injury to occupant,N,A
6084.0,2016.09.11,2016.0,Unprovoked,USA,Florida,Wading,M,Minor injury to arm,N,15:15
6083.0,2016.09.07,2016.0,Unprovoked,USA,Hawaii,Swimming,F,Severe lacerations to shoulder & forearm,N,14:30
