original order,Case Number,Year,Type,Country,Area,Activity,Sex ,Injury,Fatal (Y/N),Time
2368.0,1961.01.02,1961.0,Boat,AUSTRALIA,Tasmania,Ocean,Unknown,"No injury to occupants, shark struck boat",N,15:30
2367.0,1961.00.00,1961.0,Boat,AUSTRALIA,New South Wales,Fishing,Unknown,"No injury to occupant, shark took hooked fish then bit stern of boat",N,15:30
2366.0,1961.01.01,1961.0,Unprovoked,COLUMBIA,Roncador Bank,Taking,M,Leg bitten,N,15:30
2365.0,1961.00.00,1961.0,Unprovoked,NEW CALEDONIA,Unknown,Spearfishing,Unknown,Arm injured,N,15:30
2364.0,1961.00.00,1961.0,Unprovoked,SENEGAL,Cap Vert Peninsula,Diving,M,FATAL,Y,15:30
2363.0,1961.00.00,1961.0,Sea Disaster,USA,Hawaii,Light,Unknown,3 of the 4 passengers killed by sharks,Y,15:30
2362.0,1960.12.27,1960.0,Unprovoked,USA,Hawaii,Swept,M,"FATAL  Shark seen attacking Riley, body recovered off Nanakuli",Y,15:30
2361.0,1960.12.27,1960.0,Unprovoked,AUSTRALIA,New South Wales,Unknown,F,"Shark brushed past, minor injuries if any",N,15:30
2360.0,1960.12.24,1960.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,"FATAL, legs severed ",Y,16:30
2359.0,1960.12.20,1960.0,Unprovoked,AUSTRALIA,Queensland,Fishing,M,Left thigh lacerated,N,09:00
2358.0,1960.12.01,1960.0,Unprovoked,AUSTRALIA,Queensland,Fishing,M,Bitten & survived,N,09:00
2357.0,1960.11.27,1960.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,Right shoulder lacerated,N,14:45
2356.0,1960.11.22,1960.0,Invalid,USA,Florida,Fell,F,"FATAL, probable drowning & post mortem scavenging",Unknown,14:45
2355.0,1960.11.11,1960.0,Provoked,AUSTRALIA,Queensland,Chasing,M,"Shark knocked him off surf-ski, he inhaled water & had to be resuscitated PROVOKED INCIDENT",N,15:00
2354.0,1960.11.06,1960.0,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,Scratches on right upper arm,N,15:00
2353.0,1960.11.00,1960.0,Boat,SOUTH AFRICA,Western Cape Province,Hand,Unknown,"No injury to occupants, shark bit 45 cm hole in hull",N,15:00
2352.0,1960.11.00,1960.0,Provoked,NEW GUINEA,Western District,Unknown,M,Left wrist bitten by netted shark placed in bottom of dinghy PROVOKED INCIDENT,N,15:00
2351.0,1960.11.00,1960.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Fishing,M,"FATAL, severely bitten genitals & thighs ",Y,15:00
2350.0,1960.10.25,1960.0,Sea Disaster,USA,California,Ejected,M,"No injury, shark hit his foot & circled",N,14:00
2349.0,1960.10.24,1960.0,Boat,SOUTH AFRICA,Western Cape Province,Fishing,Unknown,"No injury to occupants, shark rammed & bit  boat",N,14:00
2348.0,1960.10.02,1960.0,Invalid,AUSTRALIA,New South Wales,Fishing,M,"Swept off rocks & presumed to have drowned, shark seen in area",Unknown,14:00
2347.0,1960.10.00,1960.0,Unprovoked,PAPUA NEW GUINEA,New Britain,Collecting,M,Injuries to leg & foot,N,14:00
2346.0,1960.10.00,1960.0,Sea Disaster,RED SEA / INDIAN OCEAN,Enroute from Suez to Aden (Yemen),CargoAden,M,"Sharks attacked sailors in the water, several survivors picked up",Y,14:00
2345.0,1960.10.00,1960.0,Invalid,USA,Florida,Diving,M,"Apparently went missing while diving. Helicopter searching for him spotted school of sharks attacking a ""white object"" 15' below the surface",Unknown,14:00
2344.0,1960.10.00,1960.0,Boat,SOUTH AFRICA,Western Cape Province,Fishing,Unknown,"Shark rammed boat, breaching its hull",N,14:00
2343.0,1960.10.00,1960.0,Invalid,JOHNSTON ISLAND,Unknown,Diving,M,"No injury, shark made threat display",Unknown,12:00
2342.0,1960.09.24,1960.0,Provoked,USA,South Carolina,Fishing,M,"Multiple superficial lacerations of leg, arm & hand PROVOKED INCIDENT",N,12:00
2341.0,1960.09.22,1960.0,Sea Disaster,PACIFIC OCEAN,180 miles southeast of Okinawa,R5D,M,One body sighted but not recovered due to shark activity,N,12:00
2340.0,1960.09.18,1960.0,Boat,AUSTRALIA,Western Australia,Unknown,Unknown,"No injury to occupants, toothmarks on bottom & side of dinghy",N,12:00
2339.0,1960.09.02,1960.0,Invalid,MARSHALL ISLANDS,Eniwetok Atoll,Diving,M,"No injury, shark made a threat display",Unknown,12:00
2338.0,1960.09.01,1960.0,Invalid,MARSHALL ISLANDS,Eniwetok Atoll,Diving,M,"No injury, shark made a threat display",Unknown,12:00
2337.0,1960.08.30,1960.0,Unprovoked,USA,New Jersey,Swimming,M,Right leg severely lacerated,N,17:15
2336.0,1960.08.29,1960.0,Sea Disaster,SENEGAL,Cap-Vert Peninsula,Air,Unknown,All 63 on board perished when the aircraft hit the water. Sharks hampered retrieval of bodies,Y,17:15
2335.0,1960.08.25,1960.0,Invalid,USA,Texas,Aircraft,M,"Partial human remains spotted by helicopter, shark involvement, if any, may have been post-mortum",Unknown,17:15
2334.0,1960.08.24,1960.0,Unprovoked,USA,Connecticut,Diving,M,Superficial laceration of left arm,N,13:35
2333.0,1960.08.22,1960.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Diving,M,Lost left arm,N,13:35
2332.0,1960.08.22,1960.0,Unprovoked,USA,New Jersey,Unknown,M,Knee ripped to bone,N,13:35
2331.0,1960.08.21,1960.0,Unprovoked,USA,New Jersey,Standing,M,"Lower right leg bitten, surgically amputated 10 days later",N,16:00
2330.0,1960.08.14,1960.0,Invalid,MOZAMBIQUE,Delagoa Bay,Boating,Unknown,1  survivor,Unknown,16:00
2329.0,1960.08.10,1960.0,Provoked,USA,Florida,Holding,M,Right hand bitten by hooked shark PROVOKED INCIDENT,N,20:00
2328.0,1960.08.04,1960.0,Provoked,ENGLAND,In the English Channel ,Helping,M,Arm lacerated elbow to wrist PROVOKED INCIDENT,N,20:00
2327.0,1960.08.04,1960.0,Unprovoked,USA,Delaware,Fishing,M,Hand lacerated,N,20:00
2326.0,1960.08.00,1960.0,Unprovoked,USA,South Carolina,Swimming,M,FATAL,Y,20:00
2325.0,1960.07.27,1960.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Spearfishing,M,"Arm severed, torso severely  lacerated",N,P.M.
2324.0,1960.07.05,1960.0,Unprovoked,USA,Mississippi,Pulling,M,Leg bitten,N,P.M.
2323.0,1960.07.03,1960.0,Provoked,USA,Virginia,Fishing,M,Right arm bitten  PROVOKED INCIDENT,N,12:00
2322.0,1960.07.02,1960.0,Unprovoked,PAPUA NEW GUINEA,Madang,Fishing,M,Right buttock slashed,N,12:00
2321.0,1960.06.29,1960.0,Provoked,USA,South Carolina,Surfing,M,"Lacerations to calf, wrist & thumb by hooked shark. PROVOKED INCIDENT",N,14:00
2320.0,1960.06.27,1960.0,Provoked,NEW ZEALAND,Cook Strait,Shark,Unknown,Harpooned shark bit boat PROVOKED INCIDENT,N,14:00
2319.0,1960.06.27,1960.0,Provoked,NORTH SEA,"Unknown, treated at Wick, SCOTLAND",Fishing,M,Right arm bitten by shark taken onboard in net PROVOKED INCIDENT,N,14:00
2318.0,1960.06.24,1960.0,Unprovoked,USA,Florida,Diving,M,"No injury, shark harrassed diver & attempted to bite his swimfins",N,11:00
2317.0,1960.06.07,1960.0,Invalid,USA,California,Testing,M,"Legs & arms bitten, coroner unable to determine if injuries occurred before death.",Unknown,11:00
2316.0,1960.06.05,1960.0,Unprovoked,PHILIPPINES,Corregidor Island,Diving,M,"FATAL, body not recovered",Y,08:30
2315.0,1960.06.04,1960.0,Unprovoked,USA,Georgia,Swimming,M,Lower left leg & foot bitten,N,15:45
2314.0,1960.05.29,1960.0,Unprovoked,PANAMA,San Blas Islands,Spearfishing,M,Face lacerated,N,08:30
2313.0,1960.05.24,1960.0,Unprovoked,BERMUDA,Paget,Diving,M,Foot bitten,N,15:00
2312.0,1960.05.19,1960.0,Unprovoked,USA,California,Swimming,F,"Left leg bitten, surgically amputated below the knee",N,13:00
2311.0,1960.05.16,1960.0,Provoked,USA,Florida,Unknown,Unknown,"No injury, harpooned shark bit hull, leaving tooth fragments. PROVOKED INCIDENT",N,13:00
2310.0,1960.05.01,1960.0,Unprovoked,PAPUA NEW GUINEA,Madang,Unknown,Unknown,FATAL,Y,13:00
2309.0,1960.04.30,1960.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading,M,Multiple major injuries,N,15:35
2308.0,1960.04.24,1960.0,Unprovoked,USA,California,Skindivingbut,M,Foot & swim fin bitten ,N,14:00
2307.0,1960.04.22,1960.0,Provoked,AUSTRALIA,Western Australia,Fishing,M,4 fingers of left hand were lacerated by shark he had shot in the head PROVOKED INCIDENT,N,14:00
2306.0,1960.04.20,1960.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,Gaffed shark bit his ankle PROVOKED INCIDENT,N,14:00
2305.0,1960.04.14,1960.0,Invalid,BERMUDA,"33N, 68W",Bathing,M,"No injury, 5 sharks bumped raft",Unknown,09:00
2304.0,1960.04.12,1960.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Right arm & side bruised,N,19:30
2303.0,1960.04.10,1960.0,Provoked,AUSTRALIA,Western Australia,Spearfishing,M,"Bruises & minor injuries from reef, not the shark PROVOKED INCIDENT",N,19:30
2302.0,1960.04.03,1960.0,Unprovoked,AUSTRALIA,Victoria,Spearfishing,M,Minor cuts & bruises on face & neck,N,19:30
2301.0,1960.04.03,1960.0,Unprovoked,AUSTRALIA,New South Wales,Speareds,M,Minor injuries to hand,N,12:00
2300.0,1960.04.01,1960.0,Provoked,AUSTRALIA,South Australia,Shark,Unknown,Hooked shark bit stern  PROVOKED INCIDENT,N,12:00
2299.0,1960.04.00,1960.0,Unprovoked,FIJI,Vanua Levu,Fishing,F,"FATAL, legs bitten ",Y,12:00
2298.0,1960.04.00,1960.0,Provoked,PHILIPPINES,Luzon Island,Fishing,M,"FATAL, due to drowning PROVOKED INCIDENT",Y,12:00
2297.0,1960.04.00,1960.0,Boat,SOUTH AFRICA,Western Cape Province,Fishing,Unknown,Shark rammed boat & bit transom,N,12:00
2296.0,1960.03.31,1960.0,Unprovoked,USA,Florida,Treading,M,"Ankle bitten, hand injured while striking shark",N,12:00
2295.0,1960.03.28,1960.0,Unprovoked,GUAM,Unknown,Spearfishing,M,Thigh bitten,N,12:00
2294.0,1960.02.29,1960.0,Unprovoked,AUSTRALIA,Tasmania,Wading,M,"No injury, Robertson knocked over & Hasler brushed by a shark",N,21:30
2293.0,1960.02.27,1960.0,Unprovoked,NEW ZEALAND,North Island,Spearfishing,M,"No injury, leg bumped by shark's tail",N,21:30
2292.0,1960.02.27,1960.0,Invalid,USA,Hawaii,Spearfishing,M,Left forearm lacerated,Unknown,08:00
2291.0,1960.02.24,1960.0,Provoked,SENEGAL,Casamance,Fishing,M,Calf bitten by shark caught in net PROVOKED INCIDENT,N,08:00
2290.0,1960.02.19,1960.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Spearfishing,M,"FATAL, legs bitten ",Y,08:00
2289.0,1960.02.10,1960.0,Provoked,AUSTRALIA,New South Wales,Shark,Unknown,No injury to occupants. Hooked shark rammed boat  PROVOKED INCIDENT,N,08:00
2288.0,1960.02.07,1960.0,Provoked,AUSTRALIA,New South Wales,Spearfishing,M,"No injury, speared shark towed Gilles 200 yards & tore hole in diving suit, and hit Dowswell's back with its tail PROVOKED INCIDENT",N,08:00
2287.0,1960.02.03,1960.0,Invalid,USA,Hawaii,S2F,Unknown,"Of crew of 4, only 1 person survived (broken legs but no shark bites). Within 20 minutes of his rescue large sharks were in area. No remains of other 3 crew recovered, and shark involvement in their deaths is questionable. ",Unknown,02:00
2286.0,1960.01.30,1960.0,Unprovoked,PAPUA NEW GUINEA,Madang (WO),Unknown,M,"Lower left leg bitten, surgically amputated",N,02:00
2285.0,1960.01.26,1960.0,Sea Disaster,Unknown,"Between Timor & Darwin, Australia",Portuguese,Unknown,"As searchers approached wreckage, sharks circled one canoe & seized oar from another.",N,02:00
2284.0,1960.01.21,1960.0,Boat,AUSTRALIA,South Australia,Unknown,Unknown,"No injury to occupants, shark lifted boat",N,02:00
2283.0,1960.01.16,1960.0,Unprovoked,AUSTRALIA,New South Wales,Diving,M,"FATAL, right leg severed above knee, surgically amputated but died 9 days later ",Y,15:30
2282.0,1960.01.13,1960.0,Provoked,AUSTRALIA,Western Australia,Fishing,M,Upper leg bitten PROVOKED INCIDENT,N,P.M.
2281.0,1960.01.07,1960.0,Boat,AUSTRALIA,Tasmania,Setting,Unknown,"No injury to occupant, shark rammed boat",N,09:00
2280.0,1960.01.01,1960.0,Provoked,SOUTH AFRICA,Western Cape Province,Standing,F,Left leg bitten by shark that escaped net  PROVOKED INCIDENT,N,09:00
2279.0,1960.00.00,1960.0,Unprovoked,NICARAGUA ,Pacific coast,Bathing,M,Survived,N,08:30
2278.0,1960.00.00,1960.0,Unprovoked,GRENADA,St. Georges ,Spearfishing,M,Toe bitten,N,08:30
2277.0,1960.00.00,1960.0,Invalid,CARIBBEAN SEA,Unknown,Aircraft,M,"Questionable. Recovered flight gear was ""completely shredded by sharks"" but pilot may have died when plane hit the water,",Unknown,08:30
2276.0,1960.00.00,1960.0,Unprovoked,SRI LANKA,Eastern  Province,Spearfishing,M,No injury,N,08:30
2275.0,1960.00.00,1960.0,Unprovoked,SRI LANKA,Eastern  Province,Collecting,M,"No injury, beat off shark with his collecting net",N,08:30
2274.0,1960.00.00,1960.0,Unprovoked,FIJI,Northwest of Viti Levu,Spearfishing,M,"Right arm abraded, circular piece of tissue removed from left calf",N,08:30
2273.0,1960.00.00,1960.0,Unprovoked,PAPUA NEW GUINEA,Madang,Spear,M,"FATAL, foot severed, hip bitten",Y,08:30
2272.0,1960.00.00,1960.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,Fishing,M,Slight lacerations to leg,N,08:30
2271.0,1960.00.00,1960.0,Unprovoked,MOZAMBIQUE,Gaza,Swimming,F,FATAL,Y,08:30
2270.0,1960.00.00,1960.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Wading,F,"Heel lacerated, hand lacerated & abraded",N,11:00
2269.0,1959.12.29,1959.0,Boat,AUSTRALIA,Queensland,Surfing,Unknown,No injury to occupants,N,16:00
2268.0,1959.12.28,1959.0,Boat,AUSTRALIA,New South Wales,Fishing,Unknown,No injury to occupants,N,L
2267.0,1959.12.26,1959.0,Unprovoked,PAPUA NEW GUINEA,Rigo subdistrict,Swimming,Unknown,"FATAL, right leg severed",Y,L
2266.0,1959.12.19,1959.0,Unprovoked,AUSTRALIA,Queensland,Diving,M,FATAL,Y,06:00
2265.0,1959.12.19,1959.0,Sea Disaster,PHILIPPINES,Masbate,shipV,M,"65 people survived, 27 perished. Several people were bitten & one man lost his leg to a shark.",Y,12:15
2264.0,1959.12.11,1959.0,Provoked,AUSTRALIA,Victoria,Spearfishing,M,"Smith hit by tail of shark, Walker sustained cuts on his  wrist PROVOKED INCIDENT",N,12:15
2263.0,1959.12.07,1959.0,Invalid,AUSTRALIA,South Australia,Spearfishing,M,"No injury, shark made threat display, one diver shot shark in jaw, then they killed shark with knives  ",Unknown,12:15
2262.0,1959.12.03,1959.0,Boat,NEW ZEALAND,North Island,Fishing,M,"No injury to occupant, shark sank dinghy",N,14:00
2261.0,1959.12.00,1959.0,Sea Disaster,MALDIVE ISLANDS,400 miles southeast of Sri Lanka,17,F,FATAL,Y,14:00
2260.0,1959.11.29,1959.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,"Thighs bitten, right hand lacerated",N,14:45
2259.0,1959.11.28,1959.0,Unprovoked,AUSTRALIA,Queensland,Standing,M,Right foot lacerated,N,07:30
2258.0,1959.11.22,1959.0,Unprovoked,AUSTRALIA,Queensland,Trailing,M,"Lower left leg bittten, hand abraded",N,11:00
2257.0,1959.11.16,1959.0,Invalid,USA,Louisiana,National,Unknown,Body recovery efforts were hampered by large sharks but sharks did not cause the deaths. ,Unknown,01:32
2256.0,1959.11.15,1959.0,Boat,SOUTH AFRICA,Western Cape Province,Fishing,Unknown,R. Roberts' leg was bruised when shark leapt into boat,N,01:32
2255.0,1959.11.12,1959.0,Provoked,AUSTRALIA,South Australia,Shark,Unknown,"No injury to occupant, hull bitten PROVOKED INCIDENT",N,01:32
2254.0,1959.11.10,1959.0,Unprovoked,USA,California,Swimming5,M,Forearm bitten,N,10:30
2253.0,1959.11.09,1959.0,Provoked,AUSTRALIA,Western Australia,Spearfishing,M,"No injury. Diver shot shark, then shark tore legs of his rubber suit, water poured in & swept out to sea by strong rip current PROVOKED INCIDENT",N,10:30
2252.0,1959.11.01,1959.0,Provoked,PAPUA NEW GUINEA,New Britain,Fishing,M,Both hands bitten while helping companion land speared shark PROVOKED INCIDENT,N,10:30
2251.0,1959.10.07,1959.0,Unprovoked,MOZAMBIQUE,Maputo Province,Swimming,M,"FATAL, died in Lourenco Marques Hospital",Y,10:30
2250.0,1959.10.05,1959.0,Unprovoked,PAPUA NEW GUINEA,Madang,Unknown,Unknown,Thigh bitten,N,10:30
2249.0,1959.10.04,1959.0,Unprovoked,USA,California,Diving,M,"Ankle twisted, swim fin bitten",N,15:15
2248.0,1959.10.02,1959.0,Unprovoked,FIJI,Lomaiviti Province,Diving,M,"FATAL, body not recovered",Y,15:15
2247.0,1959.10.00,1959.0,Unprovoked,FIJI,Kadavu,Spearfishing,M,forearm abraded,N,12:00
2246.0,1959.09.30,1959.0,Unprovoked,PHILIPPINES,Leyte Island,Swimming,M,"No details, survived",N,12:00
2245.0,1959.09.27,1959.0,Invalid,BERMUDA,Hamilton,Unknown,F,"Murdered, body scavenged by sharks",Unknown,12:00
2244.0,1959.09.26,1959.0,Sea Disaster,USA,Florida,Adrift,M,"During the night both hands and feet were bitten, rescued next day after spending 17 hours in the sea.",N,17:00
2243.0,1959.09.26,1959.0,Boat,USA,South Carolina,Gigging,Unknown,Unknown,Unknown,00:00
2242.0,1959.09.11,1959.0,Boat,USA,California,Pulling,Unknown,"No injury to occupant, shark struck stern of boat",N,15:30
2241.0,1959.09.10,1959.0,Unprovoked,INDIA,Orissa,Unknown,Unknown,"5 fatalities, 30 injured",Y,15:30
2240.0,1959.09.02,1959.0,Invalid,USA,New York,On,M,No injury,Unknown,15:30
2239.0,1959.09.00,1959.0,Unprovoked,MEXICO,Guerrrero,Unknown,F,"FATAL, leg severed, other leg lacerated ",Y,15:30
2238.0,1959.08.31,1959.0,Boat,AZORES,Unknown,Fishing,Unknown,No injury to occupants; shark bit rudder,N,15:30
2237.0,1959.08.30,1959.0,Invalid,AUSTRALIA,Tasmania,Swimming,M,No injury,Unknown,15:30
2236.0,1959.08.25,1959.0,Invalid,JAPAN,Hokkaido Prefecture,Unknown,M,Survived (no injury?),Unknown,15:30
2235.0,1959.08.20,1959.0,Invalid,PHILIPPINES,North Palawan,The,M,"Navy personnel reported that his body was ""mutilated by sharks"" but it is probable that death resulted from drowning",Unknown,04:00
2234.0,1959.08.15,1959.0,Invalid,USA,Florida,Diving,M,No injury,Unknown,04:00
2233.0,1959.08.15,1959.0,Unprovoked,USA,Florida,Spearfishing,M,"FATAL, disappeared, dive gear & clothing found with teethmarks, presumed taken by a shark  ",Y,04:00
2232.0,1959.08.14,1959.0,Provoked,USA,South Carolina,Fishing,M,Laceration to forearm by boated shark PROVOKED INCIDENT,N,04:00
2231.0,1959.08.14,1959.0,Sea Disaster,PHILIPPINES,Queaon,Fishing,Unknown,"10 of the 15 people perished, bodies of some who drowned  were scavenged by sharks",Y,16:00
2230.0,1959.08.13,1959.0,Provoked,USA,California,Spearfishing24s,M,"No injury, PROVOKED INCIDENT",N,16:00
2229.0,1959.08.12,1959.0,Provoked,CROATIA,Istria,Fishing,M,Laceration to arm PROVOKED INCIDENT,N,16:00
2228.0,1959.08.11,1959.0,Unprovoked,JAPAN,Wakayama Prefecture,Swimming,M,"FATAL, left thigh bitten",Y,14:30
2227.0,1959.08.10,1959.0,Unprovoked,USA,Georgia,Standing,F,"4"" cut on left foot ",N,18:00
2226.0,1959.08.05,1959.0,Invalid,USA,California,Wading,M,"No injury, no attack, the 10' shark merely circled him.",Unknown,18:00
2225.0,1959.08.02,1959.0,Invalid,ITALY,Tuscany,Diving,M,Probable drowing. Shark involvement unconfirmed,Unknown,18:00
2224.0,1959.07.30,1959.0,Provoked,USA,California,Pulling,Unknown,"No injury to occupants, shark charged boat after being shot twice with pistol and speared PROVOKED INCIDENT",N,16:00
2223.0,1959.07.28,1959.0,Unprovoked,USA,California,Spearfishingbut,M,"14 punctures on right thigh, swim trunks torn",N,19:30
2222.0,1959.07.25,1959.0,Unprovoked,JAPAN,Okayama Prefecture,Unknown,M,"FATAL, right thigh bitten  ",Y,13:00
2221.0,1959.07.25,1959.0,Boat,USA,California,Unknown,Unknown,No injury to occupant,N,13:00
2220.0,1959.07.23,1959.0,Boat,USA,California,Fishing,Unknown,"No injury to occupant, shark rammed boat",N,13:00
2219.0,1959.07.23,1959.0,Provoked,USA,California,Dragging,M,"Gietel grabbed the shark's tail, the shark lacerated his right ankle PROVOKED INCIDENT",N,13:00
2218.0,1959.07.03 ,1959.0,Sea Disaster,CARIBBEAN SEA,PANAMA,Columbian,Unknown,"FATAL X 2, 8 others missing. Survivors fought off sharks & sharks seen biting 2 of the dead. The 39 survivors were rescued by the German freighter Essen",Y,13:00
2217.0,1959.07.02,1959.0,Provoked,USA,Florida,Diving,M,Arm bitten when he grabbed shark’s tail  PROVOKED INCIDENT,N,13:00
2216.0,1959.07.00,1959.0,Boat,NORTH ATLANTIC OCEAN,In the Gulf Stream ,Unknown,Unknown,"No injury to occupant, shark bit propeller as Wade was refueling",N,13:00
2215.0,1959.07.00,1959.0,Unprovoked,MEXICO,Quintana Roo,Wading,M,"FATAL, legs bitten ",Y,A.M.
2214.0,1959.06.26,1959.0,Unprovoked,TURKEY,Mersin Province,Unknown,M,Leg injured,N,A.M.
2213.0,1959.06.14,1959.0,Unprovoked,MEXICO,Guyamas,Swimming,M,FATAL,Y,A.M.
2212.0,1959.06.14,1959.0,Unprovoked,USA,California,Diving,M,"FATAL, body not recovered",Y,17:10
2211.0,1959.06.13,1959.0,Invalid,USA,California,Swimming,Unknown,"Disappeared after diving in “deep hole”, body not recovered, “presumed taken by a shark” ",Unknown,17:10
2210.0,1959.05.30,1959.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Spearfishing,M,"No injury, diver shot shark & it bit his speargun PROVOKED INCIDENT",N,17:10
2209.0,1959.05.16,1959.0,Unprovoked,USA,Florida,Unknown,F,Minor injuries,N,17:10
2208.0,1959.05.07,1959.0,Unprovoked,USA,California,Treading,M,"FATAL, left arm bitten, right arm partly severed, deep lacerations of left shoulder & chest ",Y,17:30
2207.0,1959.05.03,1959.0,Unprovoked,USA,Florida,Spearfishing,M,Lacerated hip & hands,N,10:00
2206.0,1959.05.00,1959.0,Unprovoked,MID ATLANTIC OCEAN,Between England & South Africa,Jumped,M,Leg bitten,N,10:00
2205.0,1959.04.27,1959.0,Invalid,AUSTRALIA,New South Wales,Spearfishing,M,Thigh lacerated,Unknown,10:00
2204.0,1959.04.11,1959.0,Unprovoked,AUSTRALIA,Torres Strait,Diving,M,Left hand lacerated when he tried to ward off shark,N,10:00
2203.0,1959.04.09,1959.0,Unprovoked,USA,Hawaii,Fishing,M,Survived,N,10:00
2202.0,1959.04.09,1959.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,2 toes bitten off ,N,10:00
2201.0,1959.04.05,1959.0,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,M,Swim fin bitten,N,10:00
2200.0,1959.03.29,1959.0,Unprovoked,USA,Florida,Swimming,M,"Bumped, then knee bitten",N,14:30
2199.0,1959.03.08,1959.0,Unprovoked,PHILIPPINES,Mindanao,LifeBoating,M,"FATAL, body not recovered",Y,14:30
2198.0,1959.03.00,1959.0,Boat,USA,Florida,On,M,Boat followed shark; shark holed boat,N,14:30
2197.0,1959.02.28,1959.0,Boat,AUSTRALIA,Victoria,Fishing,M,"No injury to occupants. Shark leapt into boat, momentarily pinning Crew against the side",N,14:30
2196.0,1959.02.27,1959.0,Unprovoked,VENEZUELA,Nueva Esparta,Fell,M,Left arm bitten,N,14:30
2195.0,1959.02.06,1959.0,Provoked,PAPUA NEW GUINEA, Kikori River mouth,Fishing,M,Arm bitten by shark that he thought was dead PROVOKED INCIDENT,N,14:30
2194.0,1959.02.02,1959.0,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,Bathing,M,"FATAL, body not recovered",Y,17:00
2193.0,1959.02.01,1959.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading,M,Leg severed below knee,N,14:45
2192.0,1959.01.31,1959.0,Unprovoked,AUSTRALIA,Western Australia,Working,M,Shark’s tail grazed his shin,N,21:30
2191.0,1959.01.27,1959.0,Unprovoked,ECUADOR,Galapagos Islands,Washed,M,Right leg & left foot lacerated,N,21:30
2190.0,1959.01.25,1959.0,Unprovoked,AUSTRALIA,Tasmania,Swimming,M,Thigh bitten,N,21:30
2189.0,1959.01.17,1959.0,Unprovoked,AUSTRALIA,Tasmania,In,M,FATAL,Y,16:30
2188.0,1959.01.17,1959.0,Unprovoked,AUSTRALIA,Queensland,Surfing,M,Right foot & toe bitten,N,09:30
2187.0,1959.01.15,1959.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,Thigh & both wrists lacerated,N,16:15
2186.0,1959.01.12,1959.0,Unprovoked,NEW GUINEA,Milne Bay Province,Dragging,M,Left calf & right thigh bitten,N,16:15
2185.0,1959.01.02,1959.0,Unprovoked,MOZAMBIQUE,Maputo Province,Swimming,M,"Suttie's lower abdomen was bitten, Murray disappeared (presumed drowned)",Y,08:00
2184.0,1959.01.00,1959.0,Unprovoked,AUSTRALIA,Tasmania,Spearfishing,M,Abrasion,N,08:00
2183.0,1959.00.00,1959.0,Unprovoked,SOUTH KOREA,South Chungcheong Province,Swimming,M,FATAL,Y,08:00
2182.0,1959.00.00,1959.0,Unprovoked,INDIA,Orissa,Unknown,Unknown,"5 people killed by sharks, 30 others injured",Y,08:00
2181.0,1959.00.00,1959.0,Provoked,ATLANTIC OCEAN,Unknown,Surfing,M,Hooked shark bit his arm PROVOKED INCIDENT,N,08:00
2180.0,1959.00.00,1959.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,Spear,M,Minor injuries,N,08:00
2179.0,1959.00.00,1959.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,Fishing,M,Minor injuries,N,08:00
2178.0,1959.00.00,1959.0,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",Unknown,M,"FATAL, abdomen & leg bitten ",Y,08:00
2177.0,1959.00.00,1959.0,Provoked,PAPUA NEW GUINEA,Morobe Province,Fishing,M,Penis bitten while trying to drag speared shark to beach PROVOKED INCIDENT,N,08:00
2176.0,1958.12.28,1958.0,Boat,TURKEY,Ahirkapi coast,Fishing,Unknown,Boat damaged,Unknown,08:00
2175.0,1958.12.27,1958.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,Unknown,Unknown,Hip bitten,N,08:00
2174.0,1958.12.23,1958.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,FATAL,Y,08:00
2173.0,1958.12.13,1958.0,Unprovoked,USA,Hawaii,Surfing,M,"FATAL, leg severed  ",Y,13:00
2172.0,1958.12.12,1958.0,Unprovoked,AMERICAN SAMOA,Tutuila Island,Cleaning,M,"FATAL, left thigh & hip bitten  ",Y,11:00
2171.0,1958.11.23,1958.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,FATAL,Y,15:15
